time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-25T23:39:56.510Z,16.3797,-95.0317,10,4.3,mb,,160,2.781,1.11,us,us1000ghe0,2018-08-27T19:24:13.999Z,"6km SSW of Juchitan de Zaragoza, Mexico",earthquake,4.9,1.9,0.074,51,reviewed,us,us
2018-08-25T23:39:21.670Z,19.1588326,-155.5390015,-0.89,2.63,ml,39,128,0.07372,0.38,hv,hv70563442,2018-08-25T23:45:03.120Z,"8km SW of Pahala, Hawaii",earthquake,0.58,0.27,2.52,24,automatic,hv,hv
2018-08-25T23:25:06.250Z,34.6362,46.2405,10,4.4,mb,,118,0.642,0.71,us,us1000ghdx,2018-08-26T00:31:54.608Z,"30km SW of Javanrud, Iran",earthquake,6.9,1.9,0.083,42,reviewed,us,us
2018-08-25T23:21:07.421Z,69.5215,-144.063,0,3.5,ml,,,,0.67,ak,ak20206707,2018-08-26T14:58:01.040Z,"67km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-25T23:05:42.680Z,40.7466667,-124.9861667,25.79,2.57,md,28,241,0.5632,0.18,nc,nc73075800,2018-08-28T01:09:04.382Z,"64km WNW of Ferndale, CA",earthquake,1.08,31.61,0.166,21,reviewed,nc,nc
2018-08-25T22:52:05.200Z,19.3281667,-155.1423333,5.91,3.14,ml,33,213,0.05701,0.09,hv,hv70563337,2018-08-27T21:52:29.735Z,"15km SE of Volcano, Hawaii",earthquake,0.44,0.7,0.178,34,reviewed,hv,hv
2018-08-25T22:33:48.670Z,55.7513,-149.2491,8.31,4.9,mb,,142,2.681,0.76,us,us1000ghdd,2018-08-26T14:49:43.040Z,"297km SE of Kodiak, Alaska",earthquake,7.3,4.8,0.041,189,reviewed,us,us
2018-08-25T22:13:26.010Z,34.663,46.2774,10,6,mww,,32,0.644,1.13,us,us1000ghda,2018-08-26T14:41:12.040Z,"26km SW of Javanrud, Iran",earthquake,6.2,1.8,0.065,23,reviewed,us,us
2018-08-25T21:46:15.870Z,18.5041,-66.368,87,2.84,md,3,319,0.4169,0.35,pr,pr2018237007,2018-08-26T01:39:59.932Z,"4km NW of Brenas, Puerto Rico",earthquake,5.14,2.73,0.03,3,reviewed,pr,pr
2018-08-25T21:43:52.650Z,20.7325001,-155.9179993,2.16,2.7,md,33,322,,0.19,hv,hv70563247,2018-08-25T21:47:29.900Z,"8km ESE of Hana, Hawaii",earthquake,11.95,8.45,0.75,4,automatic,hv,hv
2018-08-25T21:16:28.521Z,69.6252,-144.7395,12,3.2,ml,,,,0.94,ak,ak20204270,2018-08-25T22:17:45.040Z,"69km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-25T21:14:25.857Z,69.6194,-144.2078,7.2,3,ml,,,,0.7,ak,ak20204265,2018-08-25T22:10:37.040Z,"61km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-25T21:04:07.410Z,18.7966,-67.9465,52,2.99,md,5,337,0.8978,0.46,pr,pr2018237006,2018-08-26T01:39:49.716Z,"53km ENE of Punta Cana, Dominican Republic",earthquake,4.79,16.58,0.04,4,reviewed,pr,pr
2018-08-25T20:58:05.340Z,58.2639,-151.611,23.1,3.2,ml,,,,0.63,ak,ak20204249,2018-08-25T21:13:06.040Z,"70km NE of Kodiak, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-25T20:18:22.795Z,69.5884,-144.9046,0,3.3,ml,,,,0.67,ak,ak20204210,2018-08-25T20:49:37.040Z,"78km SW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-25T18:56:50.380Z,44.2764,149.5631,27.88,4.5,mb,,138,5.014,0.65,us,us1000ghc8,2018-08-25T22:03:09.040Z,"170km SE of Kuril'sk, Russia",earthquake,11.1,6,0.054,102,reviewed,us,us
2018-08-25T18:52:24.730Z,53.1906,-166.9903,35.11,2.9,ml,,202,0.608,1.6,us,us1000ghc7,2018-08-25T21:52:16.040Z,"81km SSW of Unalaska, Alaska",earthquake,2.7,41.8,,,reviewed,us,ak
2018-08-25T18:36:47.210Z,17.6421,-64.2831,38,3.4,md,7,349,1.6436,0.49,pr,pr2018237005,2018-08-26T02:05:46.887Z,"46km ESE of Christiansted, U.S. Virgin Islands",earthquake,9.89,35.18,0.05,2,reviewed,pr,pr
2018-08-25T18:35:37.567Z,68.8504,-148.2736,0,2.9,ml,,,,0.63,ak,ak20201905,2018-08-25T21:45:18.040Z,"138km NW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-25T18:33:15.390Z,-8.4244,116.9264,9.84,5.5,mww,,34,2.745,0.91,us,us1000ghbd,2018-08-26T11:14:51.430Z,"10km N of Labuhanmapin, Indonesia",earthquake,5.9,2.8,0.051,37,reviewed,us,us
2018-08-25T18:26:46.081Z,69.5403,-144.0689,0,2.8,ml,,,,0.77,ak,ak20201897,2018-08-25T21:03:39.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-25T18:25:39.200Z,44.254,149.5645,23.09,4.7,mb,,169,5.015,0.65,us,us1000ghba,2018-08-25T20:57:01.040Z,"171km SE of Kuril'sk, Russia",earthquake,10.3,6,0.046,145,reviewed,us,us
2018-08-25T18:23:09.750Z,19.3448334,-155.1866608,6.2,2.76,ml,41,166,0.03814,0.14,hv,hv70562932,2018-08-25T20:47:19.040Z,"10km SSE of Volcano, Hawaii",earthquake,0.38,0.5,1.95,22,automatic,hv,hv
2018-08-25T18:15:51.595Z,64.6224,-149.2107,21.2,3.2,ml,,,,0.75,ak,ak20201874,2018-08-27T17:03:39.651Z,"9km WNW of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-08-25T17:41:57.133Z,60.6504,-147.4187,10.6,2.9,ml,,,,0.64,ak,ak20200728,2018-08-25T18:29:45.040Z,"70km E of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-08-25T17:25:31.740Z,51.9712,-170.8927,30.51,4,mb,,175,1.05,1.64,us,us1000ghac,2018-08-25T18:06:49.040Z,"62km SSE of Amukta Island, Alaska",earthquake,6.3,7.2,0.062,71,reviewed,us,us
2018-08-25T16:50:04.070Z,52.2883,-171.1857,35.14,6,mww,,172,7.041,1.11,us,us1000gh9x,2018-08-25T18:56:57.552Z,"22km SSE of Amukta Island, Alaska",earthquake,12.9,7.5,0.073,18,reviewed,us,us
2018-08-25T16:23:23.170Z,-23.1434,179.1935,570.02,4.6,mb,,110,5.476,1.05,us,us1000gh9r,2018-08-25T19:08:12.040Z,"South of the Fiji Islands",earthquake,15.6,11.6,0.122,20,reviewed,us,us
2018-08-25T16:23:05.618Z,69.5979,-144.9079,0,2.6,ml,,,,0.67,ak,ak20199519,2018-08-25T19:05:15.040Z,"77km SW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-08-25T15:27:00.640Z,42.9641,-126.4735,10,3,ml,,236,1.821,0.78,us,us1000gh9g,2018-08-25T15:43:28.040Z,"163km W of Port Orford, Oregon",earthquake,4,2,0.043,70,reviewed,us,us
2018-08-25T15:11:13.752Z,69.5897,-144.5818,0,2.7,ml,,,,0.89,ak,ak20199504,2018-08-25T19:00:06.040Z,"70km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-25T14:56:37.040Z,36.1568,-98.9303,5.96,2.6,mb_lg,,103,0.354,0.45,us,us1000gh9c,2018-08-26T07:09:32.590Z,"13km NNE of Taloga, Oklahoma",earthquake,1.8,2.1,0.083,38,reviewed,us,us
2018-08-25T14:42:40.985Z,69.4447,-144.205,5.5,3.3,ml,,,,0.52,ak,ak20199490,2018-08-25T18:55:07.024Z,"62km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-08-25T14:05:49.109Z,69.6252,-144.2662,0,3.1,ml,,,,1.02,ak,ak20198365,2018-08-25T15:31:14.040Z,"61km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-25T13:37:29.932Z,69.5328,-144.0642,0,2.6,ml,,,,0.72,ak,ak20198352,2018-08-25T15:26:44.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-08-25T12:58:07.350Z,-1.3715,120.6469,38.17,4.6,mb,,80,2.149,0.99,us,us1000gh8j,2018-08-25T13:15:28.040Z,"5km N of Kasiguncu, Indonesia",earthquake,6.8,9.4,0.101,29,reviewed,us,us
2018-08-25T12:36:53.660Z,19.3356,-64.5621,84,3.32,md,6,340,1.755,0.19,pr,pr2018237003,2018-08-25T16:28:10.745Z,"101km N of Road Town, British Virgin Islands",earthquake,3.54,9.96,0.33,5,reviewed,pr,pr
2018-08-25T12:04:37.792Z,69.5785,-144.214,0.2,3.2,ml,,,,0.77,ak,ak20197220,2018-08-25T12:10:27.400Z,"65km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-08-25T11:47:15.915Z,69.6273,-144.0394,0.3,2.6,ml,,,,0.76,ak,ak20197199,2018-08-25T11:52:05.516Z,"58km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-25T11:46:40.720Z,52.9293,-166.5007,27.97,4.1,mb,,278,3.805,1.71,us,us1000gh7z,2018-08-25T18:42:39.477Z,"105km S of Unalaska, Alaska",earthquake,16.7,14.4,0.063,69,reviewed,us,us
2018-08-25T11:26:48.900Z,19.7011,-68.1033,125,3.41,md,4,347,1.8335,0.24,pr,pr2018237002,2018-08-25T16:27:59.784Z,"127km NNE of Punta Cana, Dominican Republic",earthquake,7.48,12.09,0.03,4,reviewed,pr,pr
2018-08-25T10:42:10.460Z,39.7203,-108.4177,2.34,3.4,ml,,49,0.435,0.74,us,us1000gh7l,2018-08-25T22:43:21.099Z,"43km NW of Parachute, Colorado",earthquake,1.7,5.8,0.035,106,reviewed,us,us
2018-08-25T10:31:44.680Z,27.8289,139.7737,486.64,4.4,mb,,45,2.263,0.96,us,us1000gh7q,2018-08-25T11:17:18.040Z,"255km WNW of Chichi-shima, Japan",earthquake,10.1,6.3,0.033,265,reviewed,us,us
2018-08-25T10:10:19.101Z,69.4652,-144.2474,2,3.5,ml,,,,0.62,ak,ak20196039,2018-08-26T15:09:22.040Z,"63km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-08-25T10:05:33.162Z,69.5923,-144.0196,0,2.5,ml,,,,0.87,ak,ak20196033,2018-08-25T10:10:59.281Z,"62km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-25T09:33:53.881Z,69.5818,-144.017,0.1,2.7,ml,,,,0.79,ak,ak20196022,2018-08-25T09:50:13.040Z,"63km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-25T06:04:05.220Z,19.6324,-69.8671,10,4,mb,,90,1.489,0.96,us,us1000gh5w,2018-08-25T08:08:25.426Z,"4km ESE of Cabrera, Dominican Republic",earthquake,4.8,2,0.15,12,reviewed,us,us
2018-08-25T05:46:26.340Z,18.0818,-67.8881,36,2.79,md,7,325,0.7821,0.41,pr,pr2018237001,2018-08-25T07:55:27.925Z,"72km WSW of Stella, Puerto Rico",earthquake,3.08,10.3,0.16,6,reviewed,pr,pr
2018-08-25T04:49:25.896Z,69.5705,-144.6294,0,2.7,ml,,,,0.89,ak,ak20192713,2018-08-25T04:54:47.850Z,"73km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-25T04:45:27.551Z,69.5307,-144.0633,0,2.9,ml,,,,0.62,ak,ak20192707,2018-08-25T04:54:47.575Z,"69km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-25T04:38:13.957Z,69.539,-144.1964,0,3.4,ml,,,,0.73,ak,ak20192701,2018-08-26T15:18:40.040Z,"65km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-08-25T03:37:06.962Z,69.4684,-144.4013,0.1,2.5,ml,,,,0.88,ak,ak20191642,2018-08-25T03:40:37.801Z,"79km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-08-25T03:24:19.460Z,-20.64,-177.8012,481.88,4.4,mb,,80,4.862,0.53,us,us1000gh51,2018-08-25T03:46:11.040Z,"93km E of Ndoi Island, Fiji",earthquake,13.8,8.9,0.098,30,reviewed,us,us
2018-08-25T02:20:37.850Z,-33.0965,-72.1562,18.01,4.4,mwr,,70,0.441,0.62,us,us1000gh4r,2018-08-25T02:55:43.523Z,"49km W of Valparaiso, Chile",earthquake,2.3,4.5,0.034,84,reviewed,us,us
2018-08-25T01:20:40.880Z,-7.5187,127.7991,164.65,4.4,mb,,122,3.498,0.75,us,us1000gh3n,2018-08-25T01:42:16.040Z,"270km ENE of Dili, East Timor",earthquake,9,8.6,0.126,18,reviewed,us,us
2018-08-25T01:03:17.300Z,18.736,-67.0808,34,2.67,md,16,287,0.2702,0.43,pr,pr2018237000,2018-08-25T01:45:59.040Z,"15km N of Isabela, Puerto Rico",earthquake,1.88,3.28,0.41,15,reviewed,pr,pr
2018-08-25T00:45:36.548Z,69.3847,-144.0562,35.5,2.5,ml,,,,0.86,ak,ak20189073,2018-08-27T03:31:37.040Z,"68km S of Kaktovik, Alaska",earthquake,,16.6,,,automatic,ak,ak
2018-08-25T00:25:37.410Z,69.462,-144.3246,10,2.7,ml,,129,0.271,0.64,us,us1000gh2l,2018-08-27T03:25:40.086Z,"79km SSW of Kaktovik, Alaska",earthquake,2.9,1.8,,,reviewed,us,ak
2018-08-25T00:04:05.980Z,53.2607,-163.6399,35,3.9,mb,,183,1.604,1.26,us,us1000gh2f,2018-08-25T04:38:29.040Z,"171km SE of Akutan, Alaska",earthquake,6.3,2,0.069,55,reviewed,us,us
2018-08-24T23:57:15.100Z,24.3515,127.3092,31.92,4.7,mb,,103,2.622,0.98,us,us1000gh2d,2018-08-25T00:20:03.040Z,"199km S of Itoman, Japan",earthquake,8.2,6.8,0.083,44,reviewed,us,us
2018-08-24T23:48:35.934Z,69.6386,-144.2098,8.8,3.1,ml,,,,0.91,ak,ak20187985,2018-08-27T03:21:24.040Z,"59km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-24T22:40:00.960Z,18.3145,-66.2556,114,2.79,md,10,149,0.1721,0.33,pr,pr2018236008,2018-08-25T03:18:18.040Z,"2km S of Naranjito, Puerto Rico",earthquake,3.07,1.75,0.43,8,reviewed,pr,pr
2018-08-24T22:37:14.610Z,69.566,-144.7784,0,2.9,ml,,,,0.81,ak,ak20186932,2018-08-27T03:18:41.040Z,"77km SW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-08-24T22:14:59.582Z,69.2402,-147.6379,0,2.9,ml,,,,0.73,ak,ak20186898,2018-08-27T03:17:12.040Z,"116km SSE of Prudhoe Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-08-24T21:30:30.240Z,40.558,142.0316,55.4,4.6,mb,,135,0.77,0.62,us,us1000gh0l,2018-08-24T23:57:47.350Z,"45km E of Hachinohe, Japan",earthquake,6.2,6.9,0.085,41,reviewed,us,us
2018-08-24T18:18:44.030Z,27.1258,54.2659,10,4.1,mb,,107,2.784,1.2,us,us1000ggvw,2018-08-25T14:46:05.040Z,"61km SSE of Gerash, Iran",earthquake,4.1,1.9,0.092,32,reviewed,us,us
2018-08-24T17:51:19.460Z,-18.6336,-179.0599,557.4,4.5,mb,,63,2.883,0.72,us,us1000ggwz,2018-08-25T14:42:23.040Z,"226km N of Ndoi Island, Fiji",earthquake,11.7,7,0.056,94,reviewed,us,us
2018-08-24T17:48:58.180Z,-20.1134,-175.623,215.55,4.7,mb,,100,5.467,1.46,us,us1000ggw6,2018-08-25T14:30:02.040Z,"121km NNW of Nuku`alofa, Tonga",earthquake,8.3,11.7,0.089,38,reviewed,us,us
2018-08-24T17:33:38.210Z,43.6646,-127.3351,20.61,3.9,mb,,192,2.384,0.86,us,us1000ggul,2018-08-25T14:18:20.040Z,"244km WNW of Bandon, Oregon",earthquake,9.2,7.8,0.182,9,reviewed,us,us
2018-08-24T17:28:16.984Z,60.911,-151.3217,65.3,2.5,ml,,,,0.59,ak,ak20181722,2018-08-25T14:14:08.040Z,"25km N of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-24T16:50:08.028Z,69.5803,-144.3845,0.2,2.8,ml,,,,0.71,ak,ak20181699,2018-08-24T19:03:07.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-08-24T16:29:02.770Z,-5.9107,147.1592,77.13,5.3,mww,,32,3.471,0.46,us,us1000ggt5,2018-08-25T02:08:16.040Z,"91km NNE of Lae, Papua New Guinea",earthquake,7.8,6,0.08,15,reviewed,us,us
2018-08-24T16:25:17.420Z,13.213,124.6711,92.04,4.6,mb,,128,10.041,0.82,us,us1000ggtv,2018-08-24T18:40:03.040Z,"55km ENE of Prieto Diaz, Philippines",earthquake,14.9,9.3,0.113,23,reviewed,us,us
2018-08-24T15:10:35.480Z,18.1755,-68.2473,13,2.81,md,14,215,0.364,0.75,pr,pr2018236006,2018-08-24T16:17:17.396Z,"44km ESE of Boca de Yuma, Dominican Republic",earthquake,5.03,6.15,0.66,9,reviewed,pr,pr
2018-08-24T15:02:19.550Z,69.6336,-144.177,9.3,2.9,ml,,,,0.85,ak,ak20179635,2018-08-24T18:53:26.040Z,"59km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-24T14:52:49.630Z,19.3278333,-155.1933333,7.06,2.7,ml,31,209,0.05027,0.09,hv,hv70561447,2018-08-24T20:02:08.690Z,"12km SSE of Volcano, Hawaii",earthquake,0.38,0.63,0.129,30,reviewed,hv,hv
2018-08-24T14:32:36.270Z,69.5505,-143.7242,0,2.7,ml,,,,0.71,ak,ak20179617,2018-08-24T14:37:42.424Z,"64km S of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-24T14:15:56.200Z,41.1177,142.6441,47.16,5.2,mb,,144,0.975,1.13,us,us1000ggqe,2018-08-25T00:08:31.482Z,"118km NE of Hachinohe, Japan",earthquake,5,7.8,0.054,114,reviewed,us,us
2018-08-24T12:27:38.040Z,1.0759,126.1977,57.03,4.3,mb,,136,1.207,0.88,us,us1000ggps,2018-08-24T12:53:44.040Z,"120km ESE of Bitung, Indonesia",earthquake,8.9,5.4,0.114,22,reviewed,us,us
2018-08-24T12:18:07.820Z,10.7666,91.6059,10,4.5,mb,,120,1.423,0.76,us,us1000ggpn,2018-08-24T12:43:18.040Z,"159km SW of Port Blair, India",earthquake,8.1,1.9,0.096,32,reviewed,us,us
2018-08-24T11:59:20.579Z,61.0411,-152.3969,110.3,2.5,ml,,,,0.57,ak,ak20177581,2018-08-24T12:12:58.660Z,"64km NNE of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-08-24T11:21:42.970Z,39.7293,-108.4272,1.86,2.8,ml,,50,0.429,0.41,us,us1000ggp7,2018-08-25T04:45:31.485Z,"44km NW of Parachute, Colorado",earthquake,2.5,5.8,0.033,118,reviewed,us,us
2018-08-24T10:49:27.310Z,10.5721,91.7204,10,5.5,mb,,62,1.472,1.04,us,us1000ggp5,2018-08-25T02:10:38.689Z,"165km SW of Port Blair, India",earthquake,7.1,1.8,0.047,158,reviewed,us,us
2018-08-24T10:48:58.260Z,44.3343333,-125.0028333,41.98,2.72,ml,31,287,,0.88,uw,uw61412267,2018-08-24T15:56:51.900Z,"75km W of Waldport, Oregon",earthquake,6.87,71.81,0.245,20,reviewed,uw,uw
2018-08-24T10:02:37.490Z,39.7629,-108.4018,5.1,4.1,mwr,,44,0.391,0.57,us,us1000ggmk,2018-08-27T16:11:53.392Z,"45km NW of Parachute, Colorado",earthquake,2.7,5.9,0.073,18,reviewed,us,us
2018-08-24T09:35:43.760Z,19.666,-64.9436,63,3.34,md,4,337,1.7725,0.2,pr,pr2018236005,2018-08-24T12:09:09.523Z,"142km NNW of Road Town, British Virgin Islands",earthquake,4.34,15.09,0.14,4,reviewed,pr,pr
2018-08-24T09:04:06.780Z,-11.0424,-70.8169,609.48,7.1,mww,,34,3.782,1.08,us,us1000ggj4,2018-08-26T13:43:14.392Z,"138km WNW of Iberia, Peru",earthquake,5.6,6.1,0.055,32,reviewed,us,us
2018-08-24T08:32:39.590Z,-18.609,-178.288,620.45,4.2,mb,,112,3.583,1.03,us,us1000ggiw,2018-08-24T08:49:58.040Z,"230km N of Ndoi Island, Fiji",earthquake,15,10,0.085,38,reviewed,us,us
2018-08-24T08:20:45.230Z,36.2687,-34.1789,10,4.8,mb,,91,7.083,0.6,us,us1000ggiq,2018-08-24T08:39:41.040Z,"Azores Islands region",earthquake,11.1,1.9,0.05,122,reviewed,us,us
2018-08-24T07:59:18.990Z,36.979,-104.8614,8.16,3.2,ml,,106,0.155,0.36,us,us1000ggic,2018-08-24T16:05:45.683Z,"38km WSW of Trinidad, Colorado",earthquake,2.7,8.4,0.091,34,reviewed,us,us
2018-08-24T07:12:50.890Z,25.6684,-45.385,10,4.6,mb,,106,18.073,0.62,us,us1000ggib,2018-08-24T08:44:45.040Z,"Northern Mid-Atlantic Ridge",earthquake,15.2,1.9,0.098,31,reviewed,us,us
2018-08-24T07:11:11.980Z,69.5394,-144.0635,1.4,2.5,ml,,,,0.66,ak,ak20174527,2018-08-24T07:58:56.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-24T06:57:47.230Z,33.829,-117.7985,9.11,2.5,ml,119,25,0.007606,0.21,ci,ci38257552,2018-08-25T14:20:25.185Z,"2km NE of Villa Park, CA",earthquake,0.12,0.35,0.163,154,reviewed,ci,ci
2018-08-24T06:56:51.840Z,36.9324,-104.8638,6.53,3.6,mwr,,108,0.2,1.03,us,us1000ggha,2018-08-24T15:51:30.922Z,"37km W of Raton, New Mexico",earthquake,2.4,3.5,0.078,16,reviewed,us,us
2018-08-24T06:42:52.969Z,69.6113,-144.2204,0.1,3.2,ml,,,,0.78,ak,ak20174514,2018-08-24T07:56:52.040Z,"62km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-08-24T06:33:55.059Z,51.2703,-177.6906,33.4,2.7,ml,,,,0.18,ak,ak20174508,2018-08-24T14:52:59.629Z,"75km SSE of Tanaga Volcano, Alaska",earthquake,,16,,,reviewed,ak,ak
2018-08-24T06:06:44.148Z,69.6585,-144.5333,0.8,2.6,ml,,,,0.95,ak,ak20174497,2018-08-24T06:44:31.040Z,"63km SW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-08-24T06:02:59.820Z,69.5339,-144.0644,0.8,2.8,ml,,,,0.6,ak,ak20174493,2018-08-24T06:40:49.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-08-24T05:50:01.430Z,69.5201,-144.4329,1.35,3,ml,,138,0.274,0.62,us,us1000gggu,2018-08-24T06:37:02.040Z,"75km SSW of Kaktovik, Alaska",earthquake,4.4,8.1,0.041,78,reviewed,us,us
2018-08-24T05:49:23.422Z,69.4045,-144.2016,2.3,2.8,ml,,,,0.71,ak,ak20174483,2018-08-24T06:33:37.040Z,"69km SSW of Kaktovik, Alaska",earthquake,,4.4,,,automatic,ak,ak
2018-08-24T05:48:03.720Z,58.8605,-136.5221,0,2.7,ml,,,,0.68,ak,ak20174481,2018-08-24T06:30:50.040Z,"67km NW of Gustavus, Alaska",earthquake,,0.3,,,automatic,ak,ak
